@relation valence

@attribute id numeric
@attribute aspectlabel string
@attribute unigrams string
@attribute polarity {positive, negative, neutral}

@data
1273,FOOD#PRICES,'With so many good restaurants on the UWS, I dont need overpriced food, absurdly arrogant wait-staff who dont recognize they work at a glorified diner, clumsy service, and management that doesnt care ',negative
1274,SERVICE#GENERAL,'With so many good restaurants on the UWS, I dont need overpriced food, absurdly arrogant wait-staff who dont recognize they work at a glorified diner, clumsy service, and management that doesnt care ',negative
1275,SERVICE#GENERAL,'With so many good restaurants on the UWS, I dont need overpriced food, absurdly arrogant wait-staff who dont recognize they work at a glorified diner, clumsy service, and management that doesnt care ',negative
1276,SERVICE#GENERAL,'With so many good restaurants on the UWS, I dont need overpriced food, absurdly arrogant wait-staff who dont recognize they work at a glorified diner, clumsy service, and management that doesnt care ',negative
1277,SERVICE#GENERAL,'I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side ',negative
1278,FOOD#PRICES,'I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side ',negative
1279,FOOD#QUALITY,'I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side ',negative
1280,FOOD#QUALITY,'The food is okay and the prices here are mediocre ',neutral
1281,RESTAURANT#PRICES,'The food is okay and the prices here are mediocre ',neutral
1282,FOOD#QUALITY,'Baluchis has solid food and a nice decor at reasonable prices ',positive
1283,AMBIENCE#GENERAL,'Baluchis has solid food and a nice decor at reasonable prices ',positive
1284,RESTAURANT#PRICES,'Baluchis has solid food and a nice decor at reasonable prices ',positive
1285,SERVICE#GENERAL,'The only problem is that the manager is a complete incompetent ',negative
1286,SERVICE#GENERAL,'He offers subpar service and has no personality ',negative
1287,SERVICE#GENERAL,'In fact, it appears he is going to go postal at any moment ',negative
1288,FOOD#STYLE_OPTIONS,'You can do it here ',positive
1289,FOOD#PRICES,'$20 for all you can eat sushi cannot be beaten ',positive
1290,RESTAURANT#GENERAL,'I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there ',positive
1291,AMBIENCE#GENERAL,'The vibe is very relaxed and cozy, service was great and the food was excellent ',positive
1292,SERVICE#GENERAL,'The vibe is very relaxed and cozy, service was great and the food was excellent ',positive
1293,FOOD#QUALITY,'The vibe is very relaxed and cozy, service was great and the food was excellent ',positive
1294,RESTAURANT#GENERAL,'Me and my girls will definitely go back ',positive
1295,FOOD#QUALITY,'Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went ',positive
1296,LOCATION#GENERAL,'Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went ',positive
1297,LOCATION#GENERAL,'I would highly recommand requesting a table by the window ',positive
1298,SERVICE#GENERAL,'Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat ',positive
1299,AMBIENCE#GENERAL,'Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat ',positive
1300,AMBIENCE#GENERAL,'Love the scene first off- the place has a character and nice light to it very fortunate, location wise ',positive
1301,AMBIENCE#GENERAL,'Love the scene first off- the place has a character and nice light to it very fortunate, location wise ',positive
1302,LOCATION#GENERAL,'Love the scene first off- the place has a character and nice light to it very fortunate, location wise ',positive
1303,FOOD#QUALITY,'The pizza was pretty good and huge ',positive
1304,FOOD#STYLE_OPTIONS,'The pizza was pretty good and huge ',positive
1305,RESTAURANT#PRICES,'The price very reasonable ',positive
1306,FOOD#STYLE_OPTIONS,'We were 4 and got the family size penne a la vodka which was tremendously gigantic portion a bucket of food literally ',positive
1307,FOOD#QUALITY,'La Rosa waltzes in, and I think they are doing it the best ',positive
1308,DRINKS#QUALITY,'Interesting selection, good wines, service fine, fun decor ',positive
1309,SERVICE#GENERAL,'Interesting selection, good wines, service fine, fun decor ',positive
1310,AMBIENCE#GENERAL,'Interesting selection, good wines, service fine, fun decor ',positive
1311,FOOD#STYLE_OPTIONS,'Interesting selection, good wines, service fine, fun decor ',positive
1312,SERVICE#GENERAL,'I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna ',positive
1313,SERVICE#GENERAL,'I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna ',positive
1314,SERVICE#GENERAL,'Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing hes even able to remember a consistent but not-so-frequent visitor ',positive
1315,SERVICE#GENERAL,'Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing hes even able to remember a consistent but not-so-frequent visitor ',positive
1316,AMBIENCE#GENERAL,'Ive also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas) ',positive
1317,AMBIENCE#GENERAL,'Ive also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas) ',positive
1318,FOOD#QUALITY,'Ive also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas) ',positive
1319,FOOD#QUALITY,'Ive also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas) ',positive
1320,RESTAURANT#GENERAL,'I lOVE THIS PLACE ',positive
1321,RESTAURANT#GENERAL,'Keep up the good work guys ',positive
1322,RESTAURANT#GENERAL,'Love Al Di La ',positive
1323,RESTAURANT#GENERAL,'I recommend this place to everyone ',positive
1324,FOOD#QUALITY,'Great food ',positive
1325,RESTAURANT#GENERAL,'One of my favorite places in Brooklyn ',positive
1326,FOOD#QUALITY,'The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing ',positive
1327,FOOD#QUALITY,'The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing ',positive
1328,FOOD#QUALITY,'The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing ',positive
1329,FOOD#QUALITY,'The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing ',positive
1330,FOOD#PRICES,'Overpriced and not tasty ',negative
1331,FOOD#QUALITY,'Overpriced and not tasty ',negative
1332,FOOD#QUALITY,'The food here was mediocre at best ',negative
1333,FOOD#PRICES,'It was totally overpriced- fish and chips was about $15 ',negative
1334,FOOD#PRICES,'It was totally overpriced- fish and chips was about $15 ',negative
1335,FOOD#QUALITY,'One of the best hot dogs I have ever eaten ',positive
1336,RESTAURANT#GENERAL,'Cant wait to go back ',positive
1337,RESTAURANT#GENERAL,'The Cypriot restaurant has a lot going for it ',positive
1338,FOOD#QUALITY,'But the best pork souvlaki I ever had is the main thing ',positive
1339,FOOD#STYLE_OPTIONS,'We had half/half pizza, mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza ',positive
1340,RESTAURANT#GENERAL,'We had fun eating in there, we were there like around 3 a m  in the morning ',positive
1341,RESTAURANT#GENERAL,'Will comeback for sure, wish they have it here in LA ',positive
1342,FOOD#QUALITY,'Excellent food, although the interior could use some help ',positive
1343,AMBIENCE#GENERAL,'Excellent food, although the interior could use some help ',negative
1344,AMBIENCE#GENERAL,'The space kind of feels like an Alice in Wonderland setting, without it trying to be that ',negative
1345,FOOD#QUALITY,'I paid just about $60 for a good meal, though :) ',positive
1346,FOOD#PRICES,'I paid just about $60 for a good meal, though :) ',positive
1347,DRINKS#QUALITY,'Great sake ',positive
1348,FOOD#QUALITY,'Reliable, Fresh Sushi ',positive
1349,FOOD#QUALITY,'Best  Sushi  Ever ',positive
1350,FOOD#QUALITY,'Best  Sushi  Ever ',positive
1351,FOOD#QUALITY,'Best  Sushi  Ever ',positive
1352,FOOD#QUALITY,'This place has ruined me for neighborhood sushi ',positive
1353,FOOD#QUALITY,'Creative, consistent, fresh ',positive
1354,FOOD#STYLE_OPTIONS,'Creative, consistent, fresh ',positive
1355,FOOD#QUALITY,'Excellent sashimi, and the millennium roll is beyond delicious ',positive
1356,FOOD#QUALITY,'Excellent sashimi, and the millennium roll is beyond delicious ',positive
1357,FOOD#PRICES,'Not cheap but very yummy ',negative
1358,FOOD#QUALITY,'Not cheap but very yummy ',positive
1359,RESTAURANT#GENERAL,'Love it ',positive
1360,RESTAURANT#GENERAL,'Very, very nice ',positive
1361,LOCATION#GENERAL,'The place is a bit hidden away, but once you get there, its all worth it ',neutral
1362,RESTAURANT#GENERAL,'The place is a bit hidden away, but once you get there, its all worth it ',positive
1363,FOOD#QUALITY,'not only is the food ',positive
1364,RESTAURANT#GENERAL,'not only is the food ',positive
1365,RESTAURANT#GENERAL,'Loved It ',positive
1366,RESTAURANT#GENERAL,'Highly recommended ',positive
1367,FOOD#QUALITY,'Excellent food for great prices ',positive
1368,FOOD#PRICES,'Excellent food for great prices ',positive
1369,RESTAURANT#GENERAL,'My husband and I have been sold on this from the first visit ',positive
1370,SERVICE#GENERAL,'The wait staff is very courteous and accomodating ',positive
1371,RESTAURANT#MISCELLANEOUS,'The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food ',negative
1372,FOOD#QUALITY,'The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food ',positive
1373,RESTAURANT#GENERAL,'There are no negatives to speak of ',positive
1374,RESTAURANT#GENERAL,'the bestt ',positive
1375,RESTAURANT#GENERAL,'my favorite place lol ',positive
1376,FOOD#QUALITY,'i love their chicken pasta cant remember the name but is sooo good ',positive
1377,RESTAURANT#GENERAL,'its alright ',neutral
1378,RESTAURANT#GENERAL,'im not necessarily fanatical about this place, but it was a fun time for low pirces ',positive
1379,RESTAURANT#PRICES,'im not necessarily fanatical about this place, but it was a fun time for low pirces ',positive
1380,FOOD#QUALITY,'lobster was good, nothing spectacular ',neutral
1381,RESTAURANT#GENERAL,'its just a fun place to go, not a five star restaraunt ',neutral
1382,RESTAURANT#GENERAL,'Way below average ',negative
1383,FOOD#QUALITY,'I think the pizza is so overrated and was under cooked ',negative
1384,SERVICE#GENERAL,'Had no flavor and the staff is rude and not attentive ',negative
1385,FOOD#QUALITY,'Had no flavor and the staff is rude and not attentive ',negative
1386,RESTAURANT#GENERAL,'Would NEVER go back there ',negative
1387,RESTAURANT#GENERAL,'I love this place ',positive
1388,FOOD#QUALITY,'I wasnt here for the pizza so I cant comment on that yet but what I had was very good ',positive
1389,SERVICE#GENERAL,'The service was quick and friendly ',positive
1390,SERVICE#GENERAL,'Everyone was smiling so that made me feel welcome ',positive
1391,RESTAURANT#GENERAL,'I thought the restaurant was nice and clean ',positive
1392,AMBIENCE#GENERAL,'I thought the restaurant was nice and clean ',positive
1393,FOOD#QUALITY,'I ordered the vitello alla marsala and I was pretty impressed ',positive
