@relation restaurant#miscellaneous

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute feature_appearance_of_type1 numeric
@attribute feature_appearance_of_type2 numeric
@attribute feature_appearance_of_type3 numeric
@attribute feature_appearance_of_type4 numeric
@attribute feature_appearance_of_type5 numeric
@attribute feature_appearance_of_type6 numeric
@attribute feature_appearance_of_type7 numeric
@attribute feature_appearance_of_type8 numeric
@attribute feature_appearance_of_type9 numeric
@attribute feature_appearance_of_type10 numeric
@attribute feature_appearance_of_type11 numeric
@attribute feature_appearance_of_type12 numeric
@attribute aspecttype {true, false}

@data
9278,'bottles wine are cheap good. ','bottle wine be cheap ','NNS NN VBP JJ  ','bottles_wine wine_are are_cheap cheap_good. ',1,1,0,1,2,1,1,1,2,1,2,0,false
9290,'more want? ','more ','JJR  ','more_want? ',1,0,0,0,1,0,0,0,0,0,0,0,false
9302,'food was aweful. ','food be ','NN VBD  ','food_was was_aweful. ',2,2,1,2,3,2,1,1,1,2,2,1,false
9314,'Im picky was gross. ','picky be ',' JJ VBD  ','Im_picky picky_was was_gross. ',1,0,0,0,2,0,0,0,0,0,0,0,false
9326,'mussles were fishiest things Ive tasted, seabass was bland, goat cheese salad was missing goat cheese, penne w/ chicken had bones it. It was disgusting. ','mussles be fishy thing seabass be goat cheese salad be miss goat penne chicken have bone be ','NNS VBD JJS NNS   NN VBD  NN NN NN VBD VBG NN  NN  NN VBD NNS   VBD  ','mussles_were were_fishiest fishiest_things things_Ive Ive_tasted, tasted,_seabass seabass_was was_bland, bland,_goat goat_cheese cheese_salad salad_was was_missing missing_goat goat_cheese, cheese,_penne penne_w/ w/_chicken chicken_had had_bones bones_it. it._It It_was was_disgusting. ',3,1,1,1,11,1,1,1,1,1,4,1,false
9338,'The mussles were the fishiest things Ive ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it. was disgusting. ','be be be ','           VBD      VBD             VBD  ','The_mussles mussles_were were_the the_fishiest fishiest_things things_Ive Ive_ever ever_tasted, tasted,_the the_seabass seabass_was was_bland, bland,_the the_goat goat_cheese cheese_salad salad_was was_missing missing_the the_goat goat_cheese, cheese,_the the_penne penne_w/ w/_chicken chicken_had had_bones bones_in in_it. it._was was_disgusting. ',0,0,0,0,0,0,0,0,0,0,0,0,false
9350,'Nice atmosphere, service was pleasant desert was good. ','nice service be pleasant desert be ','JJ  NN VBD JJ NN VBD  ','Nice_atmosphere, atmosphere,_service service_was was_pleasant pleasant_desert desert_was was_good. ',3,3,1,2,5,4,1,1,2,5,6,1,false
9362,'Wouldnt recomend dinner! ','recomend ',' VB  ','Wouldnt_recomend recomend_dinner! ',2,0,0,0,1,0,0,0,0,1,1,0,false
9374,'is perfect date spot Williamsburg couples. ','be perfect date spot williamsburg ','VBZ JJ NN NN NNP  ','is_perfect perfect_date date_spot spot_Williamsburg Williamsburg_couples. ',3,1,2,1,3,1,1,1,1,2,2,1,true
9386,'jukebox plays everything Italian Opera Strokes. ','jukebox play everything italian opera ','NN VBZ NN JJ NNP  ','jukebox_plays plays_everything everything_Italian Italian_Opera Opera_Strokes. ',1,1,1,1,3,1,1,1,1,1,2,1,false
9398,'food is amazing, rich pastas fresh doughy pizza. ','food be rich pasta fresh doughy ','NN VBZ  JJ NNS JJ JJ  ','food_is is_amazing, amazing,_rich rich_pastas pastas_fresh fresh_doughy doughy_pizza. ',2,2,1,2,7,2,1,1,1,2,2,1,false
9410,'is warm vibe, owner is super friendly service is fast. ','be warm owner be super friendly service be ','VBZ JJ  NN VBZ JJ JJ NN VBZ  ','is_warm warm_vibe, vibe,_owner owner_is is_super super_friendly friendly_service service_is is_fast. ',2,2,1,1,3,2,1,1,1,2,6,1,false
9422,'delivered, theyd make mint! ','make ','  VB  ','delivered,_theyd theyd_make make_mint! ',2,1,1,1,3,1,1,1,1,2,3,1,true
9434,'go drinks! ','go ','VB  ','go_drinks! ',1,1,1,1,1,1,1,2,1,1,1,1,false
9446,'drinks are amazing half 8pm. ','drink be amazing half ','NNS VBP JJ NN  ','drinks_are are_amazing amazing_half half_8pm. ',1,1,1,1,2,1,1,2,1,1,2,1,false
9458,'Ask Usha, nicest bartender manhattan. ','ask nice bartender ','VB  JJS NN  ','Ask_Usha, Usha,_nicest nicest_bartender bartender_manhattan. ',2,1,1,1,2,2,1,1,1,2,2,1,false
9470,'fav was sassy lassi. ','fav be sassy ','NN VBD JJ  ','fav_was was_sassy sassy_lassi. ',1,1,1,1,1,1,1,1,1,1,1,1,false
9482,'is amazing place try roti rolls. ','be amazing place try roti ','VBZ JJ NN VB JJ  ','is_amazing amazing_place place_try try_roti roti_rolls. ',3,1,2,0,5,0,0,0,0,2,2,0,false
9494,'recommend simple Unda (Egg) rolls. ','recommend simple unda ','VBP JJ NNP   ','recommend_simple simple_Unda Unda_(Egg) (Egg)_rolls. ',3,1,1,1,5,1,1,1,1,2,2,1,false
9506,'Delicate spices, onions, eggs kick-ass roti. ','delicate egg ','JJ   NNS   ','Delicate_spices, spices,_onions, onions,_eggs eggs_kick-ass kick-ass_roti. ',0,0,0,0,0,0,0,0,0,0,0,0,false
9518,'Amazing! ','',' ','',0,0,0,0,1,0,0,0,0,0,0,0,false
9530,'Toons has been redone, its attractive space. ','toon have be attractive ','NNS VBZ VBN   JJ  ','Toons_has has_been been_redone, redone,_its its_attractive attractive_space. ',2,0,0,0,3,0,0,0,0,2,2,0,false
9542,'foods good ever. ','good ',' JJ  ','foods_good good_ever. ',3,3,1,3,5,3,1,1,2,3,3,1,false
9554,'area lacking decent Thai food, is best spots. ','area lack decent thai be good ','NN VBG JJ NNP  VBZ JJS  ','area_lacking lacking_decent decent_Thai Thai_food, food,_is is_best best_spots. ',6,3,2,2,8,2,1,1,1,4,6,1,false
9566,'Went last night nice decor, good service, food was excellent. ','go last night nice good food be ','VBD JJ NN JJ  JJ  NN VBD  ','Went_last last_night night_nice nice_decor, decor,_good good_service, service,_food food_was was_excellent. ',4,4,1,3,11,5,1,1,2,6,9,1,false
9578,'portions are HUGE, be good order things split (rather appetizer entree person) people. ','portion be be good order thing split appetizer entree ','NNS VBP  VB JJ VB NNS VB  NN NN   ','portions_are are_HUGE, HUGE,_be be_good good_order order_things things_split split_(rather (rather_appetizer appetizer_entree entree_person) person)_people. ',3,2,1,2,4,3,1,1,2,2,7,1,false
9590,'Beef noodle soup is good well. ','beef noodle soup be good ','NNP NN NN VBZ JJ  ','Beef_noodle noodle_soup soup_is is_good good_well. ',1,1,0,1,2,1,0,0,1,1,1,0,false
9602,'service is good resturant is clean. ','service be good resturant be ','NN VBZ JJ NN VBZ  ','service_is is_good good_resturant resturant_is is_clean. ',2,3,1,2,3,3,1,1,2,3,4,1,false
9614,'Best Taiwanese food NY! ','good taiwanese food ','JJS JJ NN  ','Best_Taiwanese Taiwanese_food food_NY! ',2,1,0,1,3,1,0,0,0,1,2,0,false
9626,'have been Raos times past years keeps getting better. ','have be time past year keep get ','VBP VBN  NNS JJ NNS VBZ VBG  ','have_been been_Raos Raos_times times_past past_years years_keeps keeps_getting getting_better. ',4,1,2,1,3,1,1,1,1,1,3,1,false
9638,'go dont enjoy it, say is dont get it. ','go enjoy say be get ','VBP  VB  VB VBZ  VB  ','go_dont dont_enjoy enjoy_it, it,_say say_is is_dont dont_get get_it. ',6,1,1,1,5,1,1,1,1,2,4,1,false
9650,'Raos has best service atmosphere NYC. ','have good service atmosphere ',' VBZ JJS NN NN  ','Raos_has has_best best_service service_atmosphere atmosphere_NYC. ',2,2,1,1,3,2,1,1,1,3,5,1,false
9662,'Good luck getting table. ','good luck get ','JJ NN VBG  ','Good_luck luck_getting getting_table. ',2,1,0,1,2,1,0,0,1,1,4,0,true
9674,'roommate LOVE place. ','roommate love ','NN VBP  ','roommate_LOVE LOVE_place. ',5,1,2,0,2,0,0,0,0,2,2,0,false
9686,'decided try location, delight, have outdoor seating, perfect had yorkie me. ','decide try have outdoor perfect have yorkie ','VBD VB   VBP JJ  JJ VBD NN  ','decided_try try_location, location,_delight, delight,_have have_outdoor outdoor_seating, seating,_perfect perfect_had had_yorkie yorkie_me. ',3,1,2,1,5,1,1,1,1,2,3,1,false
9698,'Indoor was cozy cute. ','indoor be cozy ','NNP VBD JJ  ','Indoor_was was_cozy cozy_cute. ',0,0,0,0,0,0,0,0,0,1,0,0,false
9710,'portion sizes are huge, sushi is good. ','portion size be sushi be ','NN NNS VBP  NN VBZ  ','portion_sizes sizes_are are_huge, huge,_sushi sushi_is is_good. ',2,2,1,2,5,2,1,1,2,2,2,1,false
9722,'got $10 10-piece dim sum combo, bite was great. ','get dim sum bite be ','VBD   JJ NN  NN VBD  ','got_$10 $10_10-piece 10-piece_dim dim_sum sum_combo, combo,_bite bite_was was_great. ',3,2,2,2,7,2,2,2,2,2,3,2,false
9734,'$1 small piece??? ','small ',' JJ  ','$1_small small_piece??? ',0,0,0,0,2,1,0,0,0,1,0,0,false
9746,'worth it. ','worth ','JJ  ','worth_it. ',2,1,0,1,2,0,0,0,0,0,0,0,false
9758,'wont go someone is footing bill. ','go someone be foot ',' VB NN VBZ VBG  ','wont_go go_someone someone_is is_footing footing_bill. ',3,1,1,1,2,1,1,1,1,2,2,1,false
9770,'portions are small being food was good makes that. ','portion be small be food be good make ','NNS VBP JJ VBG NN VBD JJ VBZ  ','portions_are are_small small_being being_food food_was was_good good_makes makes_that. ',4,3,1,3,7,5,1,1,2,5,4,1,false
9782,'have crabmeat lasagna is world chocolate bread pudding dessert. ','have crabmeat lasagna be world chocolate bread pudding ','VB NN NN VBZ NN NN NN NN  ','have_crabmeat crabmeat_lasagna lasagna_is is_world world_chocolate chocolate_bread bread_pudding pudding_dessert. ',3,1,2,1,3,1,1,1,1,2,2,1,false
9794,'staff is attentive earth. ','staff be attentive ','NN VBZ JJ  ','staff_is is_attentive attentive_earth. ',1,1,1,1,2,1,1,1,1,2,3,1,false
9806,'loved go again. ','love go ','VBD VB  ','loved_go go_again. ',4,0,0,0,1,0,0,0,0,1,1,0,false
9818,'Great Indian food service is incredible. ','great indian food service be ','JJ JJ NN NN VBZ  ','Great_Indian Indian_food food_service service_is is_incredible. ',4,4,2,3,7,4,2,2,2,4,6,2,false
9830,'owner caters needs. ','owner cater ','NN VBZ  ','owner_caters caters_needs. ',1,1,1,1,1,1,1,1,1,1,1,1,false
9842,'family came gave apps test palets, ordered them. ','family come give apps test order ','NN VBD VBD VBZ VB  VBD  ','family_came came_gave gave_apps apps_test test_palets, palets,_ordered ordered_them. ',1,1,1,1,2,1,1,1,1,1,4,1,false
9854,'Everyone was happy choices. ','everyone be happy ','NN VBD JJ  ','Everyone_was was_happy happy_choices. ',2,1,1,1,3,1,1,1,1,1,2,1,false
9866,'Great food prices are reasonable. ','great food price be ','JJ NN NNS VBP  ','Great_food food_prices prices_are are_reasonable. ',4,5,2,4,7,3,2,2,2,3,5,2,false
9878,'good tasting Chinese food incredible prices. ','good taste chinese food incredible ','JJ VBG JJ NN JJ  ','good_tasting tasting_Chinese Chinese_food food_incredible incredible_prices. ',2,5,0,3,6,2,0,0,1,2,3,0,false
9890,'Service is are coming for. ','service be be come ','NN VBZ VBP VBG  ','Service_is is_are are_coming coming_for. ',1,1,0,0,1,1,0,0,0,1,2,0,false
9902,'jazz duo was, were POINT. ','jazz duo be ','NN NN  VBD  ','jazz_duo duo_was, was,_were were_POINT. ',1,1,1,1,3,1,1,1,1,1,2,1,false
9914,'good music, great food, speedy service affordable prices. ','good great speedy service affordable ','JJ  JJ  JJ NN JJ  ','good_music, music,_great great_food, food,_speedy speedy_service service_affordable affordable_prices. ',5,8,1,4,10,4,1,1,2,5,8,1,false
9926,'wine glass was good. ','wine glass be ','NN NN VBD  ','wine_glass glass_was was_good. ',2,2,1,2,4,2,2,2,3,2,4,1,false
9938,'little way dont live neighborhood, worth trip are. ','little way live worth trip ','JJ NN  VB  JJ NN  ','little_way way_dont dont_live live_neighborhood, neighborhood,_worth worth_trip trip_are. ',6,2,1,2,7,1,1,1,1,3,3,1,false
9950,'good Japanese Tapas. ','good japanese ','JJ JJ  ','good_Japanese Japanese_Tapas. ',1,1,0,1,2,1,0,0,1,1,1,0,false
9962,'is nice relaxed too. ','be nice relaxed ','VBZ JJ JJ  ','is_nice nice_relaxed relaxed_too. ',1,0,0,0,1,1,0,0,0,2,2,0,false
9974,'great place meet food drinks. ','great place meet food ','JJ NN VB NN  ','great_place place_meet meet_food food_drinks. ',4,3,2,2,5,2,1,2,1,3,4,1,true
9986,'Yakitori (bbq meats) is tasty too. ','yakitori be tasty ','NNP   VBZ JJ  ','Yakitori_(bbq (bbq_meats) meats)_is is_tasty tasty_too. ',0,0,0,0,1,0,0,0,0,0,0,0,false
9998,'dont mind pre-sliced low quality fish, unfriendly staff sushi chef looks is miserable is place. ','mind pre-sliced low quality unfriendly staff sushi chef look be miserable be ',' VB JJ JJ NN  JJ NN JJ NN VBZ VBZ JJ VBZ  ','dont_mind mind_pre-sliced pre-sliced_low low_quality quality_fish, fish,_unfriendly unfriendly_staff staff_sushi sushi_chef chef_looks looks_is is_miserable miserable_is is_place. ',6,2,4,1,10,1,1,1,1,6,8,1,true
10010,'Price quality fish keep making return visit. ','price quality fish keep make return ','NN NN NN VB VBG NN  ','Price_quality quality_fish fish_keep keep_making making_return return_visit. ',5,1,0,1,5,0,0,0,0,0,3,0,false
10022,'Wasnt going share feel obligated.while sitting sushi bar dining watched chef drop piece Unagi floor retrieving floor proceed use piece delivery order was preparing. ','go share feel obligated.while sit sushi bar dining watch chef drop piece unagi floor retrieve floor proceed use piece delivery order be ',' VBG VB VBP JJ VBG JJ NN NN VBD NN VB NN NNP NN VBG NN VB VB NN NN NN VBD  ','Wasnt_going going_share share_feel feel_obligated.while obligated.while_sitting sitting_sushi sushi_bar bar_dining dining_watched watched_chef chef_drop drop_piece piece_Unagi Unagi_floor floor_retrieving retrieving_floor floor_proceed proceed_use use_piece piece_delivery delivery_order order_was was_preparing. ',2,1,1,1,7,1,1,1,1,2,3,1,false
10034,'thanks!!! ','',' ','',0,0,0,0,0,0,0,0,0,0,0,0,false
10046,'place, is few months old, is Queens biggest secret! ','be few month be big ',' VBZ JJ NNS  VBZ  JJS  ','place,_is is_few few_months months_old, old,_is is_Queens Queens_biggest biggest_secret! ',3,1,2,0,2,0,0,0,0,2,2,0,false
10058,'Fabulous decor makes feel youre trendy Manhattan restaurant, good food, cheaply-priced, friendly staff, youre Manhattanite, spend most time Manhattan, Rice Avenue make feel home.very Soho/Village/Upper West Side minus expensive prices pretentious clientele.all Roosevelt Avenue! ','fabulous decor make feel trendy manhattan good friendly spend most time rice avenue make feel home.very west side minus expensive price pretentious clientele.all roosevelt ','JJ NN VBZ VB  JJ NNP  JJ   JJ    VB JJS NN  NNP NNP VB VB NNP  NNP NNP VBP JJ NNS JJ NN NNP  ','Fabulous_decor decor_makes makes_feel feel_youre youre_trendy trendy_Manhattan Manhattan_restaurant, restaurant,_good good_food, food,_cheaply-priced, cheaply-priced,_friendly friendly_staff, staff,_youre youre_Manhattanite, Manhattanite,_spend spend_most most_time time_Manhattan, Manhattan,_Rice Rice_Avenue Avenue_make make_feel feel_home.very home.very_Soho/Village/Upper Soho/Village/Upper_West West_Side Side_minus minus_expensive expensive_prices prices_pretentious pretentious_clientele.all clientele.all_Roosevelt Roosevelt_Avenue! ',9,8,4,4,15,3,1,1,2,11,14,1,false
10070,'were seated waiter spilled red wine hot tea date. ','be seat waiter spill red wine hot tea ','VBD VBN NN VBD JJ NN JJ NN  ','were_seated seated_waiter waiter_spilled spilled_red red_wine wine_hot hot_tea tea_date. ',2,1,1,1,2,1,2,2,2,1,4,1,false
10082,'were shooed inside. ','be shoo ','VBD VBN  ','were_shooed shooed_inside. ',1,1,1,1,1,1,1,1,1,1,1,1,false
10094,'think wed get apology complimentary drinks instead, got snobby waiter wouldnt take order minutes gave lip asked do so. ','think get apology complimentary drink get snobby waiter take order minute give lip ask do ','VB  VB NN JJ NNS  VBD NN NN  VB NN NNS VBD NN VBD VB  ','think_wed wed_get get_apology apology_complimentary complimentary_drinks drinks_instead, instead,_got got_snobby snobby_waiter waiter_wouldnt wouldnt_take take_order order_minutes minutes_gave gave_lip lip_asked asked_do do_so. ',4,0,0,0,5,0,0,1,0,1,9,0,false
10106,'left, return. ','','  ','left,_return. ',2,0,0,0,2,0,0,0,0,0,1,0,false
10118,'many good restaurants UWS, dont need overpriced food, arrogant wait-staff dont recognize work glorified diner, clumsy service, management doesnt care. ','many good restaurant need overpriced arrogant recognize work glorified clumsy management ','JJ JJ NNS   VB JJ  JJ   VB VBP JJ  JJ  NN   ','many_good good_restaurants restaurants_UWS, UWS,_dont dont_need need_overpriced overpriced_food, food,_arrogant arrogant_wait-staff wait-staff_dont dont_recognize recognize_work work_glorified glorified_diner, diner,_clumsy clumsy_service, service,_management management_doesnt doesnt_care. ',8,7,2,5,12,4,1,1,2,8,14,1,false
10130,'am new area tried Pick bgel 2nd was disappointed service thought food was overated pricey side. ','be new area try pick bgel #ord# be disappoint service think food be overated pricey ','VBP JJ NN VBD VB NN NN VBD VBN NN VBD NN VBD VBN JJ  ','am_new new_area area_tried tried_Pick Pick_bgel bgel_2nd 2nd_was was_disappointed disappointed_service service_thought thought_food food_was was_overated overated_pricey pricey_side. ',2,4,1,3,7,3,1,1,1,3,6,1,false
10142,'food is okay prices are mediocre. ','food be okay price be ','NN VBZ JJ NNS VBP  ','food_is is_okay okay_prices prices_are are_mediocre. ',2,4,1,3,5,2,1,1,1,2,3,1,false
10154,'Baluchis has solid food nice decor reasonable prices. ','have solid food nice decor reasonable ',' VBZ JJ NN JJ NN JJ  ','Baluchis_has has_solid solid_food food_nice nice_decor decor_reasonable reasonable_prices. ',2,4,0,2,7,2,0,0,0,3,4,0,false
10166,'only problem is manager is complete incompetent. ','only problem be manager be complete ','JJ NN VBZ NN VBZ JJ  ','only_problem problem_is is_manager manager_is is_complete complete_incompetent. ',1,1,1,1,1,1,1,1,1,1,2,1,false
10178,'offers subpar service has personality. ','offer subpar service have ','VBZ NN NN VBZ  ','offers_subpar subpar_service service_has has_personality. ',0,1,0,0,1,1,0,0,0,1,2,0,false
10190,'fact, appears is going go postal moment. ','appear be go go postal ',' VBZ VBZ VBG VB JJ  ','fact,_appears appears_is is_going going_go go_postal postal_moment. ',1,0,0,0,1,0,0,0,0,0,0,0,false
10202,'do here. ','do ','VB  ','do_here. ',0,0,0,0,0,0,0,0,0,0,0,0,false
10214,'$20 eat sushi cannot be beaten. ','eat sushi be ',' VB NNS  VB  ','$20_eat eat_sushi sushi_cannot cannot_be be_beaten. ',0,0,0,0,2,0,0,0,0,0,0,0,false
10226,'went Areo Sunday afternoon girlfriends, spent enjoyable hours there. ','go areo sunday afternoon spend enjoyable hour ','VBD NNP NNP NN  VBD JJ NNS  ','went_Areo Areo_Sunday Sunday_afternoon afternoon_girlfriends, girlfriends,_spent spent_enjoyable enjoyable_hours hours_there. ',3,1,1,1,1,1,1,1,1,1,1,1,false
10238,'vibe is relaxed cozy, service was great food was excellent! ','vibe be relaxed service be great food be ','NN VBZ JJ  NN VBD JJ NN VBD  ','vibe_is is_relaxed relaxed_cozy, cozy,_service service_was was_great great_food food_was was_excellent! ',4,4,2,3,6,4,2,2,2,4,7,2,false
10250,'girls go back. ','girl go ','NNS VB  ','girls_go go_back. ',4,0,0,0,0,0,0,0,0,1,0,0,false
10262,'Food was good view new york city skiline was terrific foggy rainy day went. ','food be good view new york city skiline be terrific foggy rainy day ','NN VBD JJ NN JJ NN NN NN VBD JJ JJ JJ NN  ','Food_was was_good good_view view_new new_york york_city city_skiline skiline_was was_terrific terrific_foggy foggy_rainy rainy_day day_went. ',4,3,2,3,7,3,1,1,2,4,6,2,false
